
1624729275.929602,A6E3QAJIQOFBQ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729333.41262,A6E3QAJIQOFBQ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730722.938826,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5528571428571428,0.6442857142857142]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730723.551499,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730726.009571,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730726.015127,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.42857142857142855,0.6428571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730726.934947,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730727.239187,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.36,0.4957142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730728.558089,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730729.288193,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7542857142857143,0.7728571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730730.340273,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730730.388162,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730731.637582,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7814285714285715,0.51]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730733.47356,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730734.305777,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730734.919208,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730735.153337,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7242857142857143,0.5257142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730736.146978,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730737.992241,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730739.22025,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.46285714285714286,0.61]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730742.29282,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730742.913992,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730743.723909,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.25285714285714284,0.3485714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730744.752319,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730745.874108,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730746.488199,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.4,0.5428571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730748.131653,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4257142857142857,0.5557142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730753.968568,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730753.969634,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730754.376515,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.24142857142857144,0.30857142857142855]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730755.606272,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730755.823092,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.41285714285714287,0.5071428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730758.887348,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730758.886835,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.4042857142857143,0.5185714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730760.730025,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730760.731005,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.3942857142857143,0.5]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730762.261277,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730762.876486,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730763.285113,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.43714285714285717,0.5228571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730768.711742,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.40714285714285714,0.6257142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730769.262755,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730769.945872,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730770.1229,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730770.861176,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730771.249695,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4085714285714286,0.61]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730774.858126,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730776.700763,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730777.314963,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.2,0.3271428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730777.865711,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730780.079743,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.3171428571428571,0.8142857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730780.964423,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.19714285714285715,0.39714285714285713]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730781.358031,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730781.926301,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730783.15205,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730784.076888,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV2', 'location': '[0.34285714285714286,0.7142857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730784.992424,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730785.61036,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.3657142857142857,0.7428571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730789.298262,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730790.217301,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730790.83376,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.2057142857142857,0.3142857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730792.371674,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730792.723611,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730793.600318,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.34285714285714286,0.5071428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730795.132997,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730795.749676,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.3757142857142857,0.4957142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730796.670933,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730797.284903,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.40714285714285714,0.4757142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730797.900814,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730798.514493,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4542857142857143,0.5157142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730800.203586,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730800.992269,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730801.394574,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.22142857142857142,0.32142857142857145]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730802.510867,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.30142857142857143,0.4342857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730802.582849,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730804.350903,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730804.660716,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4328571428571429,0.5114285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730805.584296,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730806.811083,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730807.422225,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.35,0.76]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730810.185815,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730811.110174,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730811.258784,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.43714285714285717,0.49]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730813.2616,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730813.873769,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730814.490693,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.17,0.32142857142857145]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730814.688303,A6E3QAJIQOFBQ,{'stage': 2, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730814.872397,A6E3QAJIQOFBQ,{'stage': 2, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730814.988051,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730815.119022,A6E3QAJIQOFBQ,{'stage': 2, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730815.409145,A6E3QAJIQOFBQ,{'stage': 2, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730815.631301,A6E3QAJIQOFBQ,{'stage': 2, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730815.63503,A6E3QAJIQOFBQ,{'stage': 2, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730815.874102,A6E3QAJIQOFBQ,{'stage': 2, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730816.173902,A6E3QAJIQOFBQ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A6E3QAJIQOFBQ'}
