
1616514482.118513,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616514484.415877,A2OVET58SDVSB2,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A2OVET58SDVSB2'}
1616514489.01559,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616615639.77412,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2OVET58SDVSB2'}
1616615641.237814,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2OVET58SDVSB2'}
1616615641.55015,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2OVET58SDVSB2'}
1616615641.968007,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2OVET58SDVSB2'}
1616615642.69966,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615642.907677,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615643.534229,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615644.267835,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615644.996673,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615645.623549,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615646.148579,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615646.563716,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615647.087589,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615647.712265,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A2OVET58SDVSB2'}
1616615648.339496,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A2OVET58SDVSB2'}
1616615648.634521,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A2OVET58SDVSB2'}
1616615649.070554,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A2OVET58SDVSB2'}
1616615649.69872,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A2OVET58SDVSB2'}
1616615650.323514,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2OVET58SDVSB2'}
1616615650.74496,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A2OVET58SDVSB2'}
1616615651.26509,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A2OVET58SDVSB2'}
1616615651.578692,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2OVET58SDVSB2'}
1616615651.891719,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A2OVET58SDVSB2'}
1616615652.621163,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A2OVET58SDVSB2'}
1616615653.562447,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615653.565357,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A2OVET58SDVSB2'}
1616615683.539662,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615685.732272,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615686.359745,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615686.777064,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615687.2993,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615687.614752,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615688.02524,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615688.627153,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615688.903922,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615689.702435,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2OVET58SDVSB2'}
1616615689.80524,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2OVET58SDVSB2'}
1616615692.318258,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2OVET58SDVSB2'}
1616615692.731428,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2OVET58SDVSB2'}
1616615693.462286,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615693.775452,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615694.200906,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615695.136627,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615695.447328,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615696.490955,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A2OVET58SDVSB2'}
1616615696.699006,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A2OVET58SDVSB2'}
1616615697.849218,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A2OVET58SDVSB2'}
1616615698.266483,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2OVET58SDVSB2'}
1616615698.579494,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A2OVET58SDVSB2'}
1616615699.359928,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A2OVET58SDVSB2'}
1616615699.940884,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A2OVET58SDVSB2'}
1616615700.564593,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A2OVET58SDVSB2'}
1616615701.086232,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A2OVET58SDVSB2'}
1616615702.021842,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A2OVET58SDVSB2'}
1616615702.862792,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2OVET58SDVSB2'}
1616615703.808156,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2OVET58SDVSB2'}
1616615704.428731,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A2OVET58SDVSB2'}
1616615705.369342,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A2OVET58SDVSB2'}
1616615705.370216,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615735.45033,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615737.852449,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615738.002797,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615738.793387,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615738.934614,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615740.153178,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2OVET58SDVSB2'}
1616615740.309097,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2OVET58SDVSB2'}
1616615740.882074,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2OVET58SDVSB2'}
1616615741.090383,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2OVET58SDVSB2'}
1616615741.926684,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615742.134979,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615742.971527,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615743.10134,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615743.623338,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A2OVET58SDVSB2'}
1616615743.911521,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A2OVET58SDVSB2'}
1616615744.851258,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2OVET58SDVSB2'}
1616615745.059569,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2OVET58SDVSB2'}
1616615745.686655,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A2OVET58SDVSB2'}
1616615746.107094,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A2OVET58SDVSB2'}
1616615746.94528,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A2OVET58SDVSB2'}
1616615747.255019,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A2OVET58SDVSB2'}
1616615748.297553,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A2OVET58SDVSB2'}
1616615748.715481,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A2OVET58SDVSB2'}
1616615748.969395,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A2OVET58SDVSB2'}
1616615749.971278,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A2OVET58SDVSB2'}
1616615750.491329,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2OVET58SDVSB2'}
1616615751.117536,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A2OVET58SDVSB2'}
1616615751.955455,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615751.954768,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': 'A2OVET58SDVSB2'}
1616615752.478359,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'complete', 'score': 65, 'worker-id': 'A2OVET58SDVSB2'}
1616615756.655021,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616616284.020885,A2OVET58SDVSB2,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A2OVET58SDVSB2'}
1616616318.411769,A2OVET58SDVSB2,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A2OVET58SDVSB2'}
1616616323.398826,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616325.907064,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.54,0.906031755719866]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616326.845446,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5371428571428571,0.8646031842912947]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616328.203593,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5114285714285715,0.8346031842912947]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616337.917557,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48142857142857143,0.7788888985770089]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616340.271522,A2OVET58SDVSB2,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616342.617705,A2OVET58SDVSB2,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616346.168836,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616346.690636,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.45571428571428574,0.7360317557198661]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616358.912903,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616360.16484,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6171428571428571,0.8688888985770089]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616472.657597,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6242857142857143,0.786031755719866]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616477.566719,A2OVET58SDVSB2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5928571428571429,0.7103174700055803]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616478.819805,A2OVET58SDVSB2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5857142857142857,0.698888898577009]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616485.504535,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616489.370104,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48857142857142855,0.668888898577009]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616497.098292,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5171428571428571,0.5774603271484375]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616616502.363386,A2OVET58SDVSB2,{'stage': 0, 'action': 'stage-complete', 'worker-id': 'A2OVET58SDVSB2'}
1616616503.783325,A2OVET58SDVSB2,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A2OVET58SDVSB2'}
1616616512.687466,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616514.123581,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5357142857142857,0.9480952453613282]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616529.893537,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616530.209065,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.79,0.8580952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616530.626729,A2OVET58SDVSB2,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616535.535358,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616723.545977,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8142857142857143,0.8652381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616733.05047,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8185714285714286,0.8723809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616745.062758,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8071428571428572,0.8766666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616748.262415,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.88,0.8495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616759.540449,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.88,0.8738095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616761.452791,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.88,0.8738095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616762.714239,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.88,0.8738095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616776.119376,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616779.321731,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8014285714285714,0.8666666739327566]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616788.199587,A2OVET58SDVSB2,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616799.898665,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616804.077571,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8242857142857143,0.860952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616807.629417,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8557142857142858,0.8466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616812.525922,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8557142857142858,0.8466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616814.625698,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8571428571428571,0.8466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616820.474508,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8771428571428571,0.860952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616821.833092,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8771428571428571,0.860952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616822.787795,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8742857142857143,0.8552381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616824.862316,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8742857142857143,0.8552381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616825.570203,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8742857142857143,0.8552381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616827.421913,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8528571428571429,0.8266666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616832.174066,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8514285714285714,0.8495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616833.949875,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8514285714285714,0.8495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616836.399245,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8514285714285714,0.8480952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616837.709517,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8514285714285714,0.8480952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616846.54476,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8314285714285714,0.800952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616850.138416,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8685714285714285,0.8495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616853.419893,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8685714285714285,0.8495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616855.256311,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8685714285714285,0.8495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616858.808327,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8685714285714285,0.8495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616862.150702,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8685714285714285,0.8495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616865.388282,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8685714285714285,0.8452381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616872.773086,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616879.908147,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.5714285714285714,0.9166666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616883.991352,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.5271428571428571,0.9409523882184709]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616886.905591,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.44,0.8723809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616890.978083,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.3514285714285714,0.8352381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616894.452935,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.19857142857142857,0.7752381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616898.080741,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.08,0.7252381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616900.274365,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.09857142857142857,0.7766666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616902.495809,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.09857142857142857,0.7766666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616918.371406,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616942.880766,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.1457142857142857,0.7638095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616616946.338097,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.09,0.7595238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
