
1630098219.596681,3462,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '3462'}
1630098255.738828,3462,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '3462'}
1630098261.795296,3462,{'stage': 'tutorial', 'action': 'DID NOT consent to study', 'worker-id': '3462'}
1630099310.267944,3462,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 4, 'score': 3, 'worker-id': '3462'}
1630099310.267515,3462,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '3462'}
1630099324.981645,3462,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '3462'}
1630099344.934416,3462,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630099346.162927,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 2, 'worker-id': '3462'}
1630099347.020595,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 4, 'worker-id': '3462'}
1630099348.640212,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 14, 'worker-id': '3462'}
1630099352.141952,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 10, 'worker-id': '3462'}
1630099353.288493,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 6, 'worker-id': '3462'}
1630099354.229198,3462,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '3462'}
1630099354.230266,3462,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 5, 'score': 3, 'worker-id': '3462'}
1630099354.232152,3462,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '3462'}
1630099358.196891,3462,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '3462'}
1630099378.254004,3462,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630099379.817392,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 1, 'worker-id': '3462'}
1630099381.493475,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 3, 'worker-id': '3462'}
1630099383.066208,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 8, 'worker-id': '3462'}
1630099383.689664,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 11, 'worker-id': '3462'}
1630099384.915451,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 6, 'worker-id': '3462'}
1630099386.502059,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 14, 'worker-id': '3462'}
1630099389.845629,3462,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '3462'}
1630099389.847644,3462,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 6, 'score': 3, 'worker-id': '3462'}
1630099389.885785,3462,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '3462'}
1630099396.152764,3462,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '3462'}
1630099416.156933,3462,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630099417.448383,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 8, 'worker-id': '3462'}
1630099418.568765,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 10, 'worker-id': '3462'}
1630099419.362563,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 7, 'worker-id': '3462'}
1630099419.889707,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 3, 'worker-id': '3462'}
1630099420.773199,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 12, 'worker-id': '3462'}
1630099422.436352,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 6, 'worker-id': '3462'}
1630099423.465966,3462,{'stage': 'object tracking', 'action': 'ball selected', 'object': 14, 'worker-id': '3462'}
1630099425.221852,3462,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '3462'}
1630099425.221281,3462,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '3462'}
1630099425.251153,3462,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 7, 'score': 3, 'worker-id': '3462'}
1630099425.250622,3462,{'stage': 'object tracking', 'result': [1, 2, 2, 3, 3, 3, 3], 'worker-id': '3462'}
1630099425.254824,3462,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': '3462'}
1630099736.058494,3462,{'stage': 'networks', 'action': 'opened-page', 'worker-id': '3462'}
1630099736.133565,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '3462'}
1630099736.211283,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing introduction', 'worker-id': '3462'}
1630099767.828167,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button introduction', 'worker-id': '3462'}
1630099767.8548,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '3462'}
1630099776.27896,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '3462'}
1630099787.593475,3462,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateSimpleLine', 'worker-id': '3462'}
1630099787.622774,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630099791.836545,3462,{'stage': 'networks', 'puzzle': 'generateSimpleLine', 'action': 'node selected', 'object': 3, 'worker-id': '3462'}
1630099793.964064,3462,{'stage': 'networks', 'action': 'score from round #0', 'score': 0, 'name': 'generateSimpleLine', 'worker-id': '3462'}
1630099793.990126,3462,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateSimpleLine', 'selections': [3, -1, -1], 'worker-id': '3462'}
1630099793.992269,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '3462'}
1630099793.994508,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '3462'}
1630099793.997795,3462,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateSimpleLine', 'worker-id': '3462'}
1630099796.709598,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '3462'}
1630099796.713207,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '3462'}
1630099801.099732,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '3462'}
1630099812.251423,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630099812.252218,3462,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateSimpleArc', 'worker-id': '3462'}
1630099814.338478,3462,{'stage': 'networks', 'puzzle': 'generateSimpleArc', 'action': 'node selected', 'object': 3, 'worker-id': '3462'}
1630099816.427419,3462,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateSimpleArc', 'selections': [3, -1, -1], 'worker-id': '3462'}
1630099816.44917,3462,{'stage': 'networks', 'action': 'score from round #0', 'score': 0, 'name': 'generateSimpleArc', 'worker-id': '3462'}
1630099816.450258,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '3462'}
1630099816.451143,3462,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateSimpleArc', 'worker-id': '3462'}
1630099816.452305,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '3462'}
1630099818.82369,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '3462'}
1630099818.824916,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '3462'}
1630099823.419975,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '3462'}
1630099845.562046,3462,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateComplexArc', 'worker-id': '3462'}
1630099845.569402,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630099849.859319,3462,{'stage': 'networks', 'puzzle': 'generateComplexArc', 'action': 'node selected', 'object': 16, 'worker-id': '3462'}
1630099856.579231,3462,{'stage': 'networks', 'action': 'score from round #0', 'score': 4, 'name': 'generateComplexArc', 'worker-id': '3462'}
1630099856.605491,3462,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateComplexArc', 'worker-id': '3462'}
1630099862.505921,3462,{'stage': 'networks', 'puzzle': 'generateComplexArc', 'action': 'node selected', 'object': 14, 'worker-id': '3462'}
1630099868.965125,3462,{'stage': 'networks', 'action': 'ready for node selection #2', 'name': 'generateComplexArc', 'worker-id': '3462'}
1630099868.967226,3462,{'stage': 'networks', 'action': 'score from round #1', 'score': 3, 'name': 'generateComplexArc', 'worker-id': '3462'}
1630099878.107703,3462,{'stage': 'networks', 'puzzle': 'generateComplexArc', 'action': 'node selected', 'object': 10, 'worker-id': '3462'}
1630099882.118568,3462,{'stage': 'networks', 'action': 'ready for node selection #3', 'name': 'generateComplexArc', 'worker-id': '3462'}
1630099882.120571,3462,{'stage': 'networks', 'action': 'score from round #2', 'score': 0, 'name': 'generateComplexArc', 'worker-id': '3462'}
1630099882.151042,3462,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateComplexArc', 'selections': [16, 14, 10], 'worker-id': '3462'}
1630099882.155391,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '3462'}
1630099882.156419,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '3462'}
1630099886.192493,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '3462'}
1630099886.196186,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '3462'}
1630099889.221466,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '3462'}
1630099905.635857,3462,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateTristar', 'worker-id': '3462'}
1630099905.647945,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630099906.864825,3462,{'stage': 'networks', 'puzzle': 'generateTristar', 'action': 'node selected', 'object': 9, 'worker-id': '3462'}
1630099909.945626,3462,{'stage': 'networks', 'action': 'score from round #0', 'score': 0, 'name': 'generateTristar', 'worker-id': '3462'}
1630099909.947343,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '3462'}
1630099909.97233,3462,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateTristar', 'worker-id': '3462'}
1630099909.971874,3462,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateTristar', 'selections': [9, -1, -1], 'worker-id': '3462'}
1630099909.973106,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '3462'}
1630099912.389271,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '3462'}
1630099912.392655,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '3462'}
1630099918.248136,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '3462'}
1630099926.928703,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630099926.92821,3462,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateSimpleCross', 'worker-id': '3462'}
1630099927.867566,3462,{'stage': 'networks', 'puzzle': 'generateSimpleCross', 'action': 'node selected', 'object': 2, 'worker-id': '3462'}
1630099929.443749,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '3462'}
1630099929.448391,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '3462'}
1630099929.454698,3462,{'stage': 'networks', 'action': 'score from round #0', 'score': 0, 'name': 'generateSimpleCross', 'worker-id': '3462'}
1630099929.457488,3462,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateSimpleCross', 'worker-id': '3462'}
1630099929.459189,3462,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateSimpleCross', 'selections': [2, -1, -1], 'worker-id': '3462'}
1630099931.00188,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '3462'}
1630099931.003611,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '3462'}
1630099938.210619,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '3462'}
1630099954.295079,3462,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateVeryComplexArc', 'worker-id': '3462'}
1630099954.29675,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630099956.29416,3462,{'stage': 'networks', 'puzzle': 'generateVeryComplexArc', 'action': 'node selected', 'object': 16, 'worker-id': '3462'}
1630099960.426214,3462,{'stage': 'networks', 'action': 'score from round #0', 'score': 1, 'name': 'generateVeryComplexArc', 'worker-id': '3462'}
1630099960.429072,3462,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateVeryComplexArc', 'worker-id': '3462'}
1630099962.440949,3462,{'stage': 'networks', 'puzzle': 'generateVeryComplexArc', 'action': 'node selected', 'object': 13, 'worker-id': '3462'}
1630099966.202267,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '3462'}
1630099966.201864,3462,{'stage': 'networks', 'action': 'ready for node selection #2', 'name': 'generateVeryComplexArc', 'worker-id': '3462'}
1630099966.203587,3462,{'stage': 'networks', 'action': 'score from round #1', 'score': 0, 'name': 'generateVeryComplexArc', 'worker-id': '3462'}
1630099966.246375,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '3462'}
1630099966.247455,3462,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateVeryComplexArc', 'selections': [16, 13, -1], 'worker-id': '3462'}
1630099969.125775,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '3462'}
1630099969.126187,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '3462'}
1630099978.421746,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '3462'}
1630099995.239818,3462,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateLinearCross', 'worker-id': '3462'}
1630099995.240966,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630099996.809239,3462,{'stage': 'networks', 'puzzle': 'generateLinearCross', 'action': 'node selected', 'object': 5, 'worker-id': '3462'}
1630100001.286889,3462,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateLinearCross', 'worker-id': '3462'}
1630100001.287765,3462,{'stage': 'networks', 'action': 'score from round #0', 'score': 1, 'name': 'generateLinearCross', 'worker-id': '3462'}
1630100003.686819,3462,{'stage': 'networks', 'puzzle': 'generateLinearCross', 'action': 'node selected', 'object': 10, 'worker-id': '3462'}
1630100009.44764,3462,{'stage': 'networks', 'action': 'score from round #1', 'score': 4, 'name': 'generateLinearCross', 'worker-id': '3462'}
1630100009.448657,3462,{'stage': 'networks', 'action': 'ready for node selection #2', 'name': 'generateLinearCross', 'worker-id': '3462'}
1630100011.642974,3462,{'stage': 'networks', 'puzzle': 'generateLinearCross', 'action': 'node selected', 'object': 2, 'worker-id': '3462'}
1630100017.319824,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '3462'}
1630100017.32226,3462,{'stage': 'networks', 'action': 'score from round #2', 'score': 4, 'name': 'generateLinearCross', 'worker-id': '3462'}
1630100017.346177,3462,{'stage': 'networks', 'action': 'ready for node selection #3', 'name': 'generateLinearCross', 'worker-id': '3462'}
1630100017.349083,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '3462'}
1630100017.348664,3462,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateLinearCross', 'selections': [5, 10, 2], 'worker-id': '3462'}
1630100020.621849,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '3462'}
1630100020.622972,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '3462'}
1630100029.404504,3462,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '3462'}
1630100046.424955,3462,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateWavyLinearCross', 'worker-id': '3462'}
1630100046.426221,3462,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '3462'}
1630100047.567985,3462,{'stage': 'networks', 'puzzle': 'generateWavyLinearCross', 'action': 'node selected', 'object': 3, 'worker-id': '3462'}
1630100052.789806,3462,{'stage': 'networks', 'action': 'score from round #0', 'score': 3, 'name': 'generateWavyLinearCross', 'worker-id': '3462'}
1630100052.790693,3462,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateWavyLinearCross', 'worker-id': '3462'}
